NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT06519461,A Family-centered Teaching Model in Pediatric Occupational Therapy Internship,https://clinicaltrials.gov/study/NCT06519461,COMPLETED,Internship and Residency,BEHAVIORAL: Family-centered teaching model,Jung-Jiun Shie,,INTERVENTIONAL
NCT06519448,Reducing Non-Alcoholic Steatohepatitis,https://clinicaltrials.gov/study/NCT06519448,ENROLLING_BY_INVITATION,"Non-alcoholic Steatohepatitis|Liver Diseases|Diabetes Mellitus, Type 2|Fibrosis, Liver",DRUG: Empagliflozin 10 miligrams (mg),"Military University Hospital, Prague",,INTERVENTIONAL
NCT06519435,Non-invasive Venous Air Plethysmography Assessment of Venous Hemodynamics in Patients Suspected Deep Venous Obstruction Used in Conjunction With Intermittent Pneumatic Compression.,https://clinicaltrials.gov/study/NCT06519435,NOT_YET_RECRUITING,Deep Vein Thrombosis,DEVICE: Mayo Dopplex ABIlity|DEVICE: Intermittent Pneumatic Compression (IPC),Mayo Clinic,,OBSERVATIONAL
NCT06519422,Tranexamic Acid for Anaemia Trial,https://clinicaltrials.gov/study/NCT06519422,NOT_YET_RECRUITING,Anemia,DRUG: Tranexamic Acid 500 MG|OTHER: Matched placebo,London School of Hygiene and Tropical Medicine,The Jon Moulton Charity Trust,INTERVENTIONAL
NCT06519409,Comparison of Bone Graft and Photodynamic Therapy in Class II Furcation,https://clinicaltrials.gov/study/NCT06519409,COMPLETED,Furcation Defects,PROCEDURE: Open flap debridement and photodynamic therapy,Krishnadevaraya College of Dental Sciences & Hospital,,INTERVENTIONAL
NCT06519396,Achilles Tendon and Balance in Prediabetes,https://clinicaltrials.gov/study/NCT06519396,COMPLETED,PreDiabetes,DEVICE: ultrasonography evaluation|DEVICE: tetrax device evaluation,Eskisehir Osmangazi University,,OBSERVATIONAL
NCT06519383,Comparison Of Implant Position Achieved With Fully Guided Versus Partially Guided Implant Placement,https://clinicaltrials.gov/study/NCT06519383,NOT_YET_RECRUITING,Implant Placement,PROCEDURE: guided implant surgery,Krishnadevaraya College of Dental Sciences & Hospital,,INTERVENTIONAL
NCT06519370,"FDA018-ADC vs Investigator's Choice Chemotherapy to Treat Locally Advanced, Recurrent or Metastatic Triple-negative Breast Cancer",https://clinicaltrials.gov/study/NCT06519370,NOT_YET_RECRUITING,Triple Negative Breast Cancer,DRUG: FDA018-ADC|DRUG: Eribulin|DRUG: Capecitabine|DRUG: Gemcitabine|DRUG: Vinorelbine,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",,INTERVENTIONAL
NCT06519357,"A Single-center, Self-controlled, Prospective Case Series Pilot Study to Assess the Effect of Lamivudine (3TC) on Neurocognitive Impairment Biomarkers and Type-I IFN (Interferon)-Stimulated Genes in the Plasma of Patients With Mild Cognitive Impairment (MCI)",https://clinicaltrials.gov/study/NCT06519357,NOT_YET_RECRUITING,Mild Cognitive Impairment,DRUG: Lamivudine 300 MG,"Fundación FLS de Lucha Contra el Sida, las Enfermedades Infecciosas y la Promoción de la Salud y la Ciencia",IrsiCaixa,INTERVENTIONAL
NCT06519344,An Exploratory Clinical Study Evaluating the Safety and Efficacy of Intravenous Anti-CD20/CD30-CAR-T Cell Infusion in Relapsed/Refractory Lymphoma Patients.,https://clinicaltrials.gov/study/NCT06519344,NOT_YET_RECRUITING,B Cell Malignancies,BIOLOGICAL: anti-CD20/CD30-CAR-T Cells,"Shanghai Tongji Hospital, Tongji University School of Medicine",,INTERVENTIONAL
NCT06519331,Development of a New Method for Liver Stiffness Measurement Using FibroScan,https://clinicaltrials.gov/study/NCT06519331,NOT_YET_RECRUITING,Liver Diseases,DEVICE: Research FibroScan (FS),Echosens,,INTERVENTIONAL
NCT06519318,Validity And Reliability of The Incremental Shuttle Walk Test In Type 2 Diabetes Mellitus,https://clinicaltrials.gov/study/NCT06519318,NOT_YET_RECRUITING,Type 2 Diabetes Mellitus|Reliability and Validity,,Ilayda Kayapinar,Istanbul University - Cerrahpasa (IUC)|Bezmialem Vakif University,OBSERVATIONAL
NCT06519305,"Examination of Musculoskeletal System Problems, Pain and Quality of Life Related to Working Conditions in Chiropractors",https://clinicaltrials.gov/study/NCT06519305,COMPLETED,"The Investigation Will Examine Musculoskeletal Problems, Pain, and QoL in Chiropractors in Relation to Their Working Conditions",OTHER: Survey completion,Istanbul Bilgi University,,OBSERVATIONAL
NCT06519292,Immune Checkpoint Inhibitor Associated Cardiovascular Adverse Events in Patients With Cancer,https://clinicaltrials.gov/study/NCT06519292,RECRUITING,Cardiovascular Diseases|Arterial Thrombosis|Myocardial Infarction|Stroke|Coronary Artery Disease|Atherosclerosis|Cancer,DIAGNOSTIC_TEST: Coronary computed tomography angiography (CCTA) at baseline|DIAGNOSTIC_TEST: Coronary computed tomography angiography (CCTA) after 1 year,Hanneke W. M. van Laarhoven,,OBSERVATIONAL
NCT06519279,Freezing of Gait - Clinical Outcomes Assessment,https://clinicaltrials.gov/study/NCT06519279,NOT_YET_RECRUITING,PD - Parkinson's Disease,DEVICE: Opals,Tel-Aviv Sourasky Medical Center,,OBSERVATIONAL
NCT06519266,PHP in Combination With IPI1/NIVO3 Compared to IPI3/NIVO1 Only in Patients With Uveal Melanoma Liver Metastases,https://clinicaltrials.gov/study/NCT06519266,NOT_YET_RECRUITING,Uveal Melanoma|Liver Metastases,DEVICE: PHP|DRUG: IPI1/NIVO3|DRUG: IPI3/NIVO1,Vastra Gotaland Region,,INTERVENTIONAL
NCT06519253,Virtual Reality Music in Geriatric Inpatients,https://clinicaltrials.gov/study/NCT06519253,RECRUITING,Older Adult|Hospitalization,OTHER: Virtual reality (VR) music intervention|OTHER: Music only control,"St. Mary's Research Center, Canada",,INTERVENTIONAL
NCT06519240,A Pilot Study Evaluating the Potential of 18F Fluorodeoxyglucose PET-CT Imaging in Diagnosing Cardiac Rejection.,https://clinicaltrials.gov/study/NCT06519240,NOT_YET_RECRUITING,Cardiac Transplant Rejection,RADIATION: 18F-Fluorodeoxyglucose Positron Emission Tomography-computed Tomography (18F-FDG PET CT),Royal Brompton & Harefield NHS Foundation Trust,,INTERVENTIONAL
NCT06519227,Translation and Validation of Rivermead Mobility Index in Urdu,https://clinicaltrials.gov/study/NCT06519227,COMPLETED,Stroke Patients,,Riphah International University,,OBSERVATIONAL
NCT06519214,Correlation of Social Media Usage With Physical Activity and Academic Performance in Children,https://clinicaltrials.gov/study/NCT06519214,RECRUITING,Social Media Addiction,,Riphah International University,,OBSERVATIONAL
NCT06519201,Effectiveness and Safety of SpineCare Used in Conjunction With Spinal Realignment Therapy,https://clinicaltrials.gov/study/NCT06519201,COMPLETED,Scoliosis Idiopathic,DEVICE: SRT with SpineCare|DEVICE: SRT without SpineCare,REBOM CLINIC,,INTERVENTIONAL
NCT06519188,"The Effect of Salt Water Nebulization on Cough, Sputum and Quality of Life in Chronic Obstructive Pulmonary Patients",https://clinicaltrials.gov/study/NCT06519188,COMPLETED,Copd,OTHER: Nebulization application with 5 ml isotonic sodium chloride,"Ministry of Health, Turkey",,INTERVENTIONAL
NCT06519175,Study of Infantile Lower Limb Malformations and Deformities,https://clinicaltrials.gov/study/NCT06519175,NOT_YET_RECRUITING,Deformity of Limb,OTHER: Conservative treatment|PROCEDURE: Single or multi-stage surgery|PROCEDURE: Amputation,Istituto Ortopedico Rizzoli,Ospedale Pediatrico Bambino Gesù|Istituto Giannina Gaslini|Galeazzi Orthopedic Institute|Istituto Nazionale Tumori Regina Elena|Policlinico San Matteo|Istituto Clinico Humanitas,OBSERVATIONAL
NCT06519162,Liver-gut Axis Study Through Identification of Liver Disease-specific Microbiome,https://clinicaltrials.gov/study/NCT06519162,RECRUITING,Autoimmune Hepatitis|Primary Sclerosing Cholangitis|Non-Alcoholic Fatty Liver Disease|Liver Abscess|Primary Biliary Cirrhosis,,Chungnam National University Hospital,Chungnam National University,OBSERVATIONAL
NCT06519149,Safety and Effectiveness of Slow Wave Device for the Treatment of Obstructive Sleep Apnea,https://clinicaltrials.gov/study/NCT06519149,NOT_YET_RECRUITING,Obstructive Sleep Apnea,DEVICE: Slow Wave UASD,"Slow Wave, Inc.",St. David's HealthCare,OBSERVATIONAL
NCT06519136,The Effect of Second Level Reiki on Pain Severity and Quality of Life in Patients Receiving Hemodialysis Treatment,https://clinicaltrials.gov/study/NCT06519136,NOT_YET_RECRUITING,Hemodialysis,OTHER: Distance Reiki|OTHER: Sham Reiki,Sultan ÇEÇEN,TÜBİTAK,INTERVENTIONAL
NCT06519123,Ambient Digital Scribes Populating Clinical Notes,https://clinicaltrials.gov/study/NCT06519123,NOT_YET_RECRUITING,Patient Satisfaction|Clinician Satisfaction,OTHER: Ambient Digital Scribes,Duke University,,INTERVENTIONAL
NCT06519110,Neratinib Tablets Monotherapy for Advanced Solid Tumors With HER2 Mutations,https://clinicaltrials.gov/study/NCT06519110,NOT_YET_RECRUITING,Advanced Solid Tumor,DRUG: Neratinib tablets,"Convalife (Shanghai) Co., Ltd.",,INTERVENTIONAL
NCT06519097,Study of IPMN Progression Prevention With Tocotrienol (SIPP-T3),https://clinicaltrials.gov/study/NCT06519097,RECRUITING,"Neoplasm of Pancreas|IPMN, Pancreatic",DRUG: Vitamin E Delta Tocotrienol|OTHER: Placebo,H. Lee Moffitt Cancer Center and Research Institute,"American River Nutrition, LLC|National Cancer Institute (NCI)",INTERVENTIONAL
NCT06519084,Home Based Program Physical Training in Congenital Heart Disease,https://clinicaltrials.gov/study/NCT06519084,COMPLETED,Congenital Heart Disease|Functional Capacity|Body Composition|Quality of Life,OTHER: Home based exercise training,University of Sao Paulo General Hospital,Fundação de Amparo à Pesquisa do Estado de São Paulo,INTERVENTIONAL
NCT06519071,Tryptophan Requirements During Pregnancy,https://clinicaltrials.gov/study/NCT06519071,RECRUITING,Pregnancy,OTHER: Tryptophan Intake,University of British Columbia,Canadian Institutes of Health Research (CIHR),INTERVENTIONAL
NCT06519058,Effectiveness of Self-Myofascial Stretching on Carpal Tunnel Syndrome,https://clinicaltrials.gov/study/NCT06519058,COMPLETED,Patients With Stage I and II Carpal Tunnel Syndrome,OTHER: self-myofascial stretching|OTHER: conventional physical therapy,Imam Abdulrahman Bin Faisal University,,INTERVENTIONAL
NCT06519045,"PK of Codeine and Metabolites in Human Fingerprint Sweat, Oral Fluid, Blood and Urine",https://clinicaltrials.gov/study/NCT06519045,ACTIVE_NOT_RECRUITING,Pharmacokinetics,DEVICE: Intelligent Fingerprinting Drug Screening System,Intelligent Bio Solutions Inc.,Cliantha Research,OBSERVATIONAL
NCT06519032,Development and Evaluation of Rapid Bacterial Species Identification for Acid-Fast Bacilli Smear Using Image Analysis AI,https://clinicaltrials.gov/study/NCT06519032,RECRUITING,Bacterial Infections,,GramEye,Osaka University|Keio University|Fukujuji Hospital,OBSERVATIONAL
NCT06519019,Evaluation of Soft and Hard Tissue Healing and Implant Stability Of Hydrophilic Versus Conventional Titanium Dental Implants.,https://clinicaltrials.gov/study/NCT06519019,NOT_YET_RECRUITING,Dental Implants,PROCEDURE: Dental Implant Surgery - Hydrophilic group|PROCEDURE: Dental Implant Surgery - Conventional group,Krishnadevaraya College of Dental Sciences & Hospital,,INTERVENTIONAL
NCT06519006,Effectiveness of Pelvic Floor Exercise to Prevent LARS (Low Anterior Resection Syndrome),https://clinicaltrials.gov/study/NCT06519006,RECRUITING,Prevention|LARS - Low Anterior Resection Syndrome|Pelvic Floor Disorders|Rectal Cancer|Low Anterior Resection,PROCEDURE: Pelvic floor exercise,F. D. Roosevelt University Hospital,,INTERVENTIONAL
NCT06518993,Observational Study to Collect Safety Data and PROMs on Primary THA,https://clinicaltrials.gov/study/NCT06518993,RECRUITING,"Hip Arthritis|Osteoarthritis, Hip|Coxitis|Femoral Head Necrosis|Femoral Neck Fractures",DEVICE: Total hip arthroplasty with a Trinity cup and a Meije Duo cementless stem,Corin,,OBSERVATIONAL
NCT06518980,Prospective Validation of Intraoperative Blood Pressure Monitors,https://clinicaltrials.gov/study/NCT06518980,NOT_YET_RECRUITING,Anesthesia|Blood Pressure,,Ciusss de L'Est de l'Île de Montréal,,OBSERVATIONAL
NCT06518967,Performance Study With the SiMoT System for in Vitro Diagnostic Tests,https://clinicaltrials.gov/study/NCT06518967,NOT_YET_RECRUITING,Non-interventional Analytical Performance Study on Left-over Samples,DIAGNOSTIC_TEST: analytical performance study,Centro di Innovazione Regionale in Single Molecule Digital Assay,,OBSERVATIONAL
NCT06518954,Triggers of Eating Disorders in Athletes,https://clinicaltrials.gov/study/NCT06518954,NOT_YET_RECRUITING,Eating Disorders,OTHER: Interview,Ostfold University College,Norwegian School of Sport Sciences,OBSERVATIONAL
NCT06518941,An Open Trial of a Novel Pharmacotherapy for Habit Modification in Anorexia Nervosa,https://clinicaltrials.gov/study/NCT06518941,NOT_YET_RECRUITING,Anorexia Nervosa,DRUG: Donepezil,New York State Psychiatric Institute,,INTERVENTIONAL
NCT06518928,"SprmPik AI Sperm Selection Study SiD, an Assistant for Sperm Selection During Intracytoplasmic Sperm Injection in Medically Assisted Reproduction: Effect on Fertilization, Blastocyst Formation, Early Pregnancy Loss, and Consistent Practice. A Prospective Pilot Study.",https://clinicaltrials.gov/study/NCT06518928,RECRUITING,Infertility,OTHER: Artificial Intelligence assisted sperm selection,Ovation Fertility,IVF 2.0 Limited,OBSERVATIONAL
NCT06518915,Baroloop Multicenter Trial (Baroloop MCT),https://clinicaltrials.gov/study/NCT06518915,RECRUITING,"Hypertension, Resistant to Conventional Therapy",DEVICE: baroloop system,neuroloop GmbH,Avania,INTERVENTIONAL
NCT06518902,Umbilical Cord-derived Mesenchymal Stem Cell Infusion for Treating Acute Ischemic Stroke,https://clinicaltrials.gov/study/NCT06518902,NOT_YET_RECRUITING,Acute Ischemic Stroke,DRUG: mesenchymal stem cells (umbilical cord) injection,National Engineering Center of Cell Products,,INTERVENTIONAL
NCT06518889,Medium to Long Term Outcomes of Selective Dorsal Rhizotomy,https://clinicaltrials.gov/study/NCT06518889,RECRUITING,Cerebral Palsy,PROCEDURE: Selective Dorsal Rhizotomy,Great Ormond Street Hospital for Children NHS Foundation Trust,,OBSERVATIONAL
NCT06518876,A Study of KQ-2003 CAR-T Cell Therapy for Patients With Relapsed or Refractory POEMS Syndrome,https://clinicaltrials.gov/study/NCT06518876,NOT_YET_RECRUITING,POEMS Syndrome,BIOLOGICAL: KQ-2003 CAR T-cells,"Novatim Immune Therapeutics (Zhejiang) Co., Ltd.",,INTERVENTIONAL
NCT06518863,Ultra-Processed Foods and Executive Function,https://clinicaltrials.gov/study/NCT06518863,RECRUITING,Diet Habit,BEHAVIORAL: Education,Oklahoma State University,,INTERVENTIONAL
NCT06518850,Study of Clinical Features and Efficacy of Small Intestinal Bacterial Overgrowth in Patients With Abdominal Distension,https://clinicaltrials.gov/study/NCT06518850,NOT_YET_RECRUITING,Small Intestine Bacterial Overgrowth,DRUG: Rifaximin,Peking Union Medical College Hospital,"Navy General Hospital, Beijing|Air Force Military Medical University, China|Beijing Tongren Hospital|Beijing Friendship Hospital|Beijing Chao Yang Hospital|Beijing Tiantan Hospital|The Luhe Teaching Hospital of the Capital Medical University|China-Japan Friendship Hospital|Beijing Aerospace General Hospital|Beijing Jishuitan Hospital|Peking University Third Hospital",INTERVENTIONAL
NCT06518837,Tirzepatide for Weight Loss Intervention in Early-Stage Hormone Receptor Positive/HER2 Negative Breast Cancer,https://clinicaltrials.gov/study/NCT06518837,NOT_YET_RECRUITING,Hormone Receptor-Positive Breast Cancer|HER2-Negative Breast Cancer,DRUG: Tirzepatide,"Rutgers, The State University of New Jersey",Ludwig Institute for Cancer Research,INTERVENTIONAL
NCT06518824,Theta Deep Brain Stimulation for Cognitive Enhancement in Parkinson's Disease,https://clinicaltrials.gov/study/NCT06518824,NOT_YET_RECRUITING,Parkinson Disease|Cognitive Impairment,DEVICE: DBS On|DEVICE: DBS Off,University of British Columbia,,INTERVENTIONAL
NCT06518811,"The Effect of Telerehabilitation on Pain, Physical and Biopsychosocial Factors in Parent Carers",https://clinicaltrials.gov/study/NCT06518811,COMPLETED,Parents,OTHER: Video-Based Exercise Programme,Ilke KARA,,INTERVENTIONAL
NCT06518798,Feasibility and Preliminary Effects of Fasting-Mimicking Diet in Asian Americans With Prediabetes,https://clinicaltrials.gov/study/NCT06518798,NOT_YET_RECRUITING,Prediabetes|Prediabetic State,BEHAVIORAL: Fasting Mimicking Diet,"University of California, Irvine",University of Southern California,INTERVENTIONAL
NCT06518785,Ultrasound Neuromodulation of the Brain for Alcohol Use Disorder,https://clinicaltrials.gov/study/NCT06518785,NOT_YET_RECRUITING,Alcohol Use Disorder,DEVICE: Low Intensity Focused Ultrasound,"University of California, San Francisco",,INTERVENTIONAL
NCT06518772,The Effect of Hot Perfoming on the Soles of the Feet in the First Stage of Labor on Labor,https://clinicaltrials.gov/study/NCT06518772,COMPLETED,Pregnancy Related,OTHER: hot application,Cumhuriyet University,,INTERVENTIONAL
NCT06518759,Effect of Glossopharyngeal Versus Diaphragmatic Breathing Exercise on Pulmonary Function After Decortication Surgery,https://clinicaltrials.gov/study/NCT06518759,NOT_YET_RECRUITING,Pulmonary Disease,OTHER: traditional chest techniques|OTHER: Glossopharyngeal breathing exercise|OTHER: Diaphragmatic breathing exercise,Cairo University,,INTERVENTIONAL
NCT06518746,Gonadal Dysgenesis Tissue Cryopreservation for Fertility Preservation,https://clinicaltrials.gov/study/NCT06518746,RECRUITING,Ovarian Cancer,OTHER: Cryopreservation of gonadal tissue,"University of Colorado, Denver",,INTERVENTIONAL
NCT06518733,Orthodontic Treatment Impact on Life Experience of Adolescents With Fixed Orthodontic Appliances,https://clinicaltrials.gov/study/NCT06518733,COMPLETED,Orthodontic Appliance Complication,OTHER: appliance type,Cairo University,,OBSERVATIONAL
NCT06518720,Treatment With Psilocybin for Chronic Neuropathic Pain and Depression (TRANSCEND),https://clinicaltrials.gov/study/NCT06518720,NOT_YET_RECRUITING,Treatment Resistant Depression|Chronic Pain,DRUG: Psilocybin 25 mg,Centre for Addiction and Mental Health,,INTERVENTIONAL
NCT06518707,Intraoperative Diaphragmatic Neuromodulation,https://clinicaltrials.gov/study/NCT06518707,RECRUITING,Neurosurgery|Phrenic Nerve Stimulation|Postoperative Delirium,OTHER: Phrenic nerve stimulation,Beijing Sanbo Brain Hospital,,INTERVENTIONAL
